Week,TeamID,MPI
1,THO,100
1,WES,100
1,POR,92
1,CON,92
1,BON,84
1,BAN,84
1,FRY,84
1,KEN,84
1,LAW,74
1,MES,74
1,MAR,74
1,FAL,74
1,MTB,64
1,GOR,64
1,CHE,64
1,SKO,64
1,SOP,64
1,NOB,64
1,OXF,64
1,DEE,64
1,EDL,50
1,LEW,50
1,WIN,50
1,MAS,50
1,SAN,50
1,SCA,50
1,BRU,50
1,CAM,50
1,BID,50
